equipment class CFIHOS unique code,equipment class name,property CFIHOS unique code,property name,property relevant for equipment indicator,property relevant for model / part indicator,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000472,upper limit operating mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000596,trim type,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000472,upper limit operating mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000851,needle control valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000029,breaking capacity,Yes,,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000521,rated current,Yes,,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000522,rated frequency,Yes,,CFIHOS-60001443,hertz,CFIHOS-60001443,hertz
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000324,rated impulse voltage,Yes,,CFIHOS-60001456,kilovolt,CFIHOS-60001456,kilovolt
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000331,rated short circuit current,Yes,,CFIHOS-60001448,kiloampere,CFIHOS-60001448,kiloampere
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000528,rated voltage,Yes,,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000689,oil mist detector,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000855,oxidation reduction potential element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000170,pager,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000072,cylinder head cooling method,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000544,petrol engine,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000559,number of cylinder,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000563,rated fuel consumption,Yes,,,,,
CFIHOS-30000544,petrol engine,CFIHOS-40000523,rated output power,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000544,petrol engine,CFIHOS-40000566,rated output speed,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000440,ph analyser,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000173,pH element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000652,physical access control equipment,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000441,pig detector,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000175,pig launcher,CFIHOS-40000201,length,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000175,pig launcher,CFIHOS-40000549,lower limit allowable temperature,Yes,,,,,
CFIHOS-30000175,pig launcher,CFIHOS-40000223,material,Yes,,,,,
CFIHOS-30000175,pig launcher,CFIHOS-40000516,operating weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000175,pig launcher,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000175,pig launcher,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000176,pig loop,CFIHOS-40000549,lower limit allowable temperature,Yes,,,,,
CFIHOS-30000176,pig loop,CFIHOS-40000223,material,Yes,,,,,
CFIHOS-30000176,pig loop,CFIHOS-40000246,nominal pipe diameter,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000176,pig loop,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000176,pig loop,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000177,pig receiver,CFIHOS-40000201,length,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000177,pig receiver,CFIHOS-40000549,lower limit allowable temperature,Yes,,,,,
CFIHOS-30000177,pig receiver,CFIHOS-40000223,material,Yes,,,,,
CFIHOS-30000177,pig receiver,CFIHOS-40000516,operating weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000177,pig receiver,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000177,pig receiver,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000178,pig transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000179,pig trap,CFIHOS-40000549,lower limit allowable temperature,Yes,,,,,
CFIHOS-30000179,pig trap,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000179,pig trap,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000077,disc material,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000594,handle reset,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000517,orifice area,Yes,,CFIHOS-60001470,square millimetre,CFIHOS-60001447,square inch
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000333,rated volume flow rate,Yes,,CFIHOS-60001463,cubic metre per hour,CFIHOS-60001422,US gallon per minute
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000595,seat material,Yes,,,,,
CFIHOS-30000856,pilot operated relief valve,CFIHOS-40000530,set pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000496,pipe,CFIHOS-40000497,hydrostatic test pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000496,pipe,CFIHOS-40000549,lower limit allowable temperature,Yes,,,,,
CFIHOS-30000496,pipe,CFIHOS-40000223,material,Yes,,,,,
CFIHOS-30000496,pipe,CFIHOS-40000318,post weld heat treatment,Yes,,,,,
CFIHOS-30000496,pipe,CFIHOS-40000412,test medium,Yes,,,,,
CFIHOS-30000496,pipe,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000496,pipe,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000497,pipe bend,CFIHOS-40000652,insulation required,Yes,,,,,
CFIHOS-30000499,pipe tee,CFIHOS-40000652,insulation required,Yes,,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000491,corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000500,pipeline,CFIHOS-40000497,hydrostatic test pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000500,pipeline,CFIHOS-40000549,lower limit allowable temperature,Yes,,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000318,post weld heat treatment,Yes,,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000500,pipeline,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000182,piping spool,CFIHOS-40000652,insulation required,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000857,piston check valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000858,pitot tube flow meter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000047,cold side maximum allowable working pressure new and cold,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000699,cold side temperature rise,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000697,heat transfer area,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000160,hot side maximum allowable working pressure new and cold,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000698,hot side temperature drop,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000497,hydrostatic test pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000176,Inspection authority,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000200,legal registration number,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000201,length,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000633,lined surface,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000549,lower limit allowable temperature,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000516,operating weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000318,post weld heat treatment,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000353,shell material,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000411,TEMA type,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000752,plate heat exchanger,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000859,plug control valve,CFIHOS-40000108,explosion protection concept,Yes,,,,,
