CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number
CFIHOS-95002603,CFIHOS-30000862,reciprocating pump,CFIHOS-40000172,immersed,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002604,CFIHOS-30000862,reciprocating pump,CFIHOS-40000552,lower limit operating inlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002605,CFIHOS-30000862,reciprocating pump,CFIHOS-40000554,lower limit operating outlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002606,CFIHOS-30000862,reciprocating pump,CFIHOS-40000504,lower limit operating temperature,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002607,CFIHOS-30000862,reciprocating pump,CFIHOS-40000507,net positive suction head available,CFIHOS-90000031,API Std 675:2019,,,
CFIHOS-95002608,CFIHOS-30000862,reciprocating pump,CFIHOS-40000511,normal operating inlet pressure,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002609,CFIHOS-30000862,reciprocating pump,CFIHOS-40000278,normal operating outlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002610,CFIHOS-30000862,reciprocating pump,CFIHOS-40000514,normal operating temperature,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002611,CFIHOS-30000862,reciprocating pump,CFIHOS-40000558,normal operating volume flow rate,CFIHOS-90000031,API Std 675:2019,,,
CFIHOS-95002612,CFIHOS-30000862,reciprocating pump,CFIHOS-40000561,orientation,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002613,CFIHOS-30000862,reciprocating pump,CFIHOS-40000637,pump type,CFIHOS-90000034,API Std 681:1996,,,
CFIHOS-95002614,CFIHOS-30000862,reciprocating pump,CFIHOS-40000532,test pressure,CFIHOS-90000031,API Std 675:2019,,,
CFIHOS-95002615,CFIHOS-30000862,reciprocating pump,CFIHOS-40000466,upper limit operating inlet pressure,CFIHOS-90000031,API Std 675:2019,,,
CFIHOS-95002616,CFIHOS-30000862,reciprocating pump,CFIHOS-40000575,upper limit operating outlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002617,CFIHOS-30000862,reciprocating pump,CFIHOS-40000538,upper limit operating temperature,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002618,CFIHOS-30000462,recording instrument,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002619,CFIHOS-30000462,recording instrument,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002620,CFIHOS-30000363,rectifier,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002621,CFIHOS-30000363,rectifier,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002622,CFIHOS-30000206,redox analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002623,CFIHOS-30000206,redox analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002624,CFIHOS-30000208,relative pressure transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002625,CFIHOS-30000208,relative pressure transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002626,CFIHOS-30000364,relay,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002627,CFIHOS-30000364,relay,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002628,CFIHOS-30000295,relief valve,CFIHOS-40000017,body material,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002629,CFIHOS-30000295,relief valve,CFIHOS-40000045,cold differential test pressure,CFIHOS-90000099,ISO 28300:2008,,,
CFIHOS-95002630,CFIHOS-30000295,relief valve,CFIHOS-40000490,constant back pressure,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002631,CFIHOS-30000295,relief valve,CFIHOS-40000487,design specification,CFIHOS-90000099,ISO 28300:2008,,,
CFIHOS-95002632,CFIHOS-30000295,relief valve,CFIHOS-40000132,fluid name,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002633,CFIHOS-30000295,relief valve,CFIHOS-40000133,fluid phase,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002634,CFIHOS-30000295,relief valve,CFIHOS-40000242,nominal inlet diameter,CFIHOS-90000099,ISO 28300:2008,,,
CFIHOS-95002635,CFIHOS-30000295,relief valve,CFIHOS-40000244,nominal outlet diameter,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002636,CFIHOS-30000295,relief valve,CFIHOS-40000512,normal operating pressure,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002637,CFIHOS-30000295,relief valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002638,CFIHOS-30000295,relief valve,CFIHOS-40000518,orifice area calculated,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002639,CFIHOS-30000295,relief valve,CFIHOS-40000334,relief bellows,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002640,CFIHOS-30000295,relief valve,CFIHOS-40000579,safety integrity level,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95002641,CFIHOS-30000295,relief valve,CFIHOS-40000530,set pressure,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002642,CFIHOS-30000295,relief valve,CFIHOS-40000375,spring material specification,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002643,CFIHOS-30000295,relief valve,CFIHOS-40000412,test medium,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002644,CFIHOS-30000295,relief valve,CFIHOS-40000538,upper limit operating temperature,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95002645,CFIHOS-30000295,relief valve,CFIHOS-40000539,variable back pressure,CFIHOS-90000099,ISO 28300:2008,,,
CFIHOS-95002646,CFIHOS-30000209,remote terminal unit,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002647,CFIHOS-30000209,remote terminal unit,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002648,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002649,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002650,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002651,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002652,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002653,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002654,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002655,CFIHOS-30000912,remote-operated control unit,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002656,CFIHOS-30000463,resistance temperature element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002657,CFIHOS-30000463,resistance temperature element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002658,CFIHOS-30000863,rigid riser,CFIHOS-40000132,fluid name,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002659,CFIHOS-30000863,rigid riser,CFIHOS-40000514,normal operating temperature,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002660,CFIHOS-30000729,ring main unit,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002661,CFIHOS-30000729,ring main unit,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002662,CFIHOS-30000502,riser,CFIHOS-40000132,fluid name,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002663,CFIHOS-30000502,riser,CFIHOS-40000497,hydrostatic test pressure,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002664,CFIHOS-30000502,riser,CFIHOS-40000201,length,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002665,CFIHOS-30000502,riser,CFIHOS-40000514,normal operating temperature,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002666,CFIHOS-30000569,roller conveyor,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002667,CFIHOS-30000569,roller conveyor,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002668,CFIHOS-30000569,roller conveyor,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002669,CFIHOS-30000569,roller conveyor,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002670,CFIHOS-30000569,roller conveyor,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002671,CFIHOS-30000569,roller conveyor,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002672,CFIHOS-30000552,rotary compressor,CFIHOS-40000060,compressibility factor Z at inlet,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002673,CFIHOS-30000552,rotary compressor,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002674,CFIHOS-30000552,rotary compressor,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002675,CFIHOS-30000552,rotary compressor,CFIHOS-40000132,fluid name,CFIHOS-90000022,API Std 617:2014,,,
CFIHOS-95002676,CFIHOS-30000552,rotary compressor,CFIHOS-40000219,lower limit operating suction pressure,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002677,CFIHOS-30000552,rotary compressor,CFIHOS-40000506,molecular weight,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002678,CFIHOS-30000552,rotary compressor,CFIHOS-40000511,normal operating inlet pressure,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002679,CFIHOS-30000552,rotary compressor,CFIHOS-40000289,normal operating volume flow rate (at normal operating pressure and normal operating temperature),CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002680,CFIHOS-30000552,rotary compressor,CFIHOS-40000453,upper limit allowable speed,CFIHOS-90000082,ISO 10440-1:2007,,,
CFIHOS-95002681,CFIHOS-30000552,rotary compressor,CFIHOS-40000573,upper limit design volume flow rate,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002682,CFIHOS-30000552,rotary compressor,CFIHOS-40000575,upper limit operating outlet pressure,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002683,CFIHOS-30000864,rotary pump,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002684,CFIHOS-30000864,rotary pump,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002685,CFIHOS-30000864,rotary pump,CFIHOS-40000132,fluid name,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002686,CFIHOS-30000864,rotary pump,CFIHOS-40000172,immersed,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002687,CFIHOS-30000864,rotary pump,CFIHOS-40000552,lower limit operating inlet pressure,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002688,CFIHOS-30000864,rotary pump,CFIHOS-40000554,lower limit operating outlet pressure,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002689,CFIHOS-30000864,rotary pump,CFIHOS-40000504,lower limit operating temperature,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002690,CFIHOS-30000864,rotary pump,CFIHOS-40000507,net positive suction head available,CFIHOS-90000031,API Std 675:2019,,,
CFIHOS-95002691,CFIHOS-30000864,rotary pump,CFIHOS-40000511,normal operating inlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002692,CFIHOS-30000864,rotary pump,CFIHOS-40000278,normal operating outlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002693,CFIHOS-30000864,rotary pump,CFIHOS-40000514,normal operating temperature,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002694,CFIHOS-30000864,rotary pump,CFIHOS-40000558,normal operating volume flow rate,CFIHOS-90000031,API Std 675:2019,,,
CFIHOS-95002695,CFIHOS-30000864,rotary pump,CFIHOS-40000561,orientation,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002696,CFIHOS-30000864,rotary pump,CFIHOS-40000637,pump type,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002697,CFIHOS-30000864,rotary pump,CFIHOS-40000532,test pressure,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95002698,CFIHOS-30000864,rotary pump,CFIHOS-40000466,upper limit operating inlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002699,CFIHOS-30000864,rotary pump,CFIHOS-40000575,upper limit operating outlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002700,CFIHOS-30000864,rotary pump,CFIHOS-40000538,upper limit operating temperature,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95002701,CFIHOS-30000915,rotary table,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002702,CFIHOS-30000915,rotary table,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002703,CFIHOS-30000750,rotational speed element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002704,CFIHOS-30000750,rotational speed element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002705,CFIHOS-30000221,router,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002706,CFIHOS-30000221,router,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002707,CFIHOS-30000628,running tool,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002708,CFIHOS-30000628,running tool,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002709,CFIHOS-30000466,rupture disc,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002710,CFIHOS-30000466,rupture disc,CFIHOS-40000579,safety integrity level,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95002711,CFIHOS-30000224,sample loop component,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002712,CFIHOS-30000224,sample loop component,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002713,CFIHOS-30000467,sampler,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002714,CFIHOS-30000467,sampler,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002715,CFIHOS-30000467,sampler,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002716,CFIHOS-30000467,sampler,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002717,CFIHOS-30000467,sampler,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002718,CFIHOS-30000243,sand detector,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002719,CFIHOS-30000243,sand detector,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002720,CFIHOS-30000243,sand detector,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002721,CFIHOS-30000243,sand detector,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002722,CFIHOS-30000243,sand detector,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002723,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002724,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002725,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002726,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002727,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002728,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002729,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002730,CFIHOS-30000225,satellite communications terminal,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002731,CFIHOS-30000226,screw conveyor,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002732,CFIHOS-30000226,screw conveyor,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002733,CFIHOS-30000226,screw conveyor,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002734,CFIHOS-30000226,screw conveyor,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002735,CFIHOS-30000226,screw conveyor,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002736,CFIHOS-30000226,screw conveyor,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002737,CFIHOS-30000227,selector switch,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002738,CFIHOS-30000227,selector switch,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002739,CFIHOS-30000227,selector switch,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002740,CFIHOS-30000227,selector switch,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002741,CFIHOS-30000227,selector switch,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002742,CFIHOS-30000227,selector switch,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002743,CFIHOS-30000227,selector switch,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95002744,CFIHOS-30000227,selector switch,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002745,CFIHOS-30000227,selector switch,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002746,CFIHOS-30000227,selector switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002747,CFIHOS-30000227,selector switch,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002748,CFIHOS-30000682,self operating valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002749,CFIHOS-30000682,self operating valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002750,CFIHOS-30000682,self operating valve,CFIHOS-40000580,failure action,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002751,CFIHOS-30000682,self operating valve,CFIHOS-40000132,fluid name,CFIHOS-90000035,ASME B31.3 - 2020,,,
CFIHOS-95002752,CFIHOS-30000682,self operating valve,CFIHOS-40000512,normal operating pressure,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002753,CFIHOS-30000682,self operating valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002754,CFIHOS-30000682,self operating valve,CFIHOS-40000488,piping class,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002755,CFIHOS-30000682,self operating valve,CFIHOS-40000579,safety integrity level,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95002756,CFIHOS-30000698,separator,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002757,CFIHOS-30000468,servo tank gauge,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002758,CFIHOS-30000468,servo tank gauge,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002759,CFIHOS-30000228,shale shaker,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002760,CFIHOS-30000228,shale shaker,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002761,CFIHOS-30000755,shell and tube heat exchanger,CFIHOS-40000697,heat transfer area,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002762,CFIHOS-30000755,shell and tube heat exchanger,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,
CFIHOS-95002763,CFIHOS-30000232,shut off damper,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002764,CFIHOS-30000232,shut off damper,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002765,CFIHOS-30000663,signal converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002766,CFIHOS-30000663,signal converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002767,CFIHOS-30000570,slat conveyor,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002768,CFIHOS-30000570,slat conveyor,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002769,CFIHOS-30000570,slat conveyor,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002770,CFIHOS-30000570,slat conveyor,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002771,CFIHOS-30000570,slat conveyor,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002772,CFIHOS-30000570,slat conveyor,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002773,CFIHOS-30000865,slide control valve,CFIHOS-40000638,actuation service,CFIHOS-90000077,ISA-TR20.00.01-2007,,,
CFIHOS-95002774,CFIHOS-30000865,slide control valve,CFIHOS-40000599,communication protocol,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002775,CFIHOS-30000865,slide control valve,CFIHOS-40000487,design specification,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002776,CFIHOS-30000865,slide control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002777,CFIHOS-30000865,slide control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,
CFIHOS-95002778,CFIHOS-30000865,slide control valve,CFIHOS-40000580,failure action,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002779,CFIHOS-30000865,slide control valve,CFIHOS-40000132,fluid name,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95002780,CFIHOS-30000865,slide control valve,CFIHOS-40000584,full opening valve,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95002781,CFIHOS-30000865,slide control valve,CFIHOS-40000597,input signal type,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002782,CFIHOS-30000865,slide control valve,CFIHOS-40000509,nominal diameter,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002783,CFIHOS-30000865,slide control valve,CFIHOS-40000512,normal operating pressure,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002784,CFIHOS-30000865,slide control valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95002785,CFIHOS-30000865,slide control valve,CFIHOS-40000598,output signal type,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002786,CFIHOS-30000865,slide control valve,CFIHOS-40000488,piping class,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002787,CFIHOS-30000865,slide control valve,CFIHOS-40000579,safety integrity level,CFIHOS-90000046,IEC 60534-7:2010,,,
CFIHOS-95002788,CFIHOS-30000866,slide valve,CFIHOS-40000132,fluid name,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95002789,CFIHOS-30000866,slide valve,CFIHOS-40000584,full opening valve,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002790,CFIHOS-30000866,slide valve,CFIHOS-40000509,nominal diameter,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002791,CFIHOS-30000866,slide valve,CFIHOS-40000512,normal operating pressure,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95002792,CFIHOS-30000866,slide valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95002793,CFIHOS-30000866,slide valve,CFIHOS-40000488,piping class,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95002794,CFIHOS-30000629,slip ring,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,
CFIHOS-95002795,CFIHOS-30000629,slip ring,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,
