source standard document and data requirement CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,asset type reference,source standard CFIHOS unique code,source standard code,document type CFIHOS unique code,document type name
CFIHOS-68000912,CFIHOS-30000202,radio caravan,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000913,CFIHOS-30000203,radio transceiver,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000914,CFIHOS-30000205,reader,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000915,CFIHOS-30000363,rectifier,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000916,CFIHOS-30000295,relief valve,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000917,CFIHOS-30000209,remote terminal unit,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000918,CFIHOS-30000464,restriction orifice plate,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000919,CFIHOS-30000221,router,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000920,CFIHOS-30000467,sampler,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000921,CFIHOS-30000243,sand detector,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000922,CFIHOS-30000225,satellite communications terminal,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000923,CFIHOS-30000587,scraper,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000924,CFIHOS-30000309,seal,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000925,CFIHOS-30000228,shale shaker,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000926,CFIHOS-30000231,sheave,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000927,CFIHOS-30000590,shell,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000928,CFIHOS-30000232,shut off damper,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000929,CFIHOS-30000233,side pocket mandrel,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000930,CFIHOS-30000235,signal splitter,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000931,CFIHOS-30000236,single buoy mooring,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000932,CFIHOS-30000237,sink,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000933,CFIHOS-30000239,skimmer,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000934,CFIHOS-30000570,slat conveyor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000935,CFIHOS-30000591,slug catcher,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000936,CFIHOS-30000240,snatch block,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000937,CFIHOS-30000368,solenoid,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000938,CFIHOS-30000246,spark arrestor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000939,CFIHOS-30000247,special tool,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000940,CFIHOS-30000503,spectacle blind,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000941,CFIHOS-30000472,speed transmitter,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000942,CFIHOS-30000249,spreader bar,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000943,CFIHOS-30000251,stack,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000944,CFIHOS-30000592,stripper,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000945,CFIHOS-30000253,stroke length adjuster,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000946,CFIHOS-30000254,sump,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000947,CFIHOS-30000369,switchboard,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000948,CFIHOS-30000255,swivel joint,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000949,CFIHOS-30000257,tape drive,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000950,CFIHOS-30000371,telephone,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000951,CFIHOS-30000374,thyristor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000952,CFIHOS-30000480,timer,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000953,CFIHOS-30000557,torque converter,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000954,CFIHOS-30000263,trailer,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000955,CFIHOS-30000481,transponder,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000956,CFIHOS-30000375,trip amplifier,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000957,CFIHOS-30000604,trolley,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000958,CFIHOS-30000605,truck,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000959,CFIHOS-30000507,tubing hanger,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000960,CFIHOS-30000558,turbo expander,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000961,CFIHOS-30000267,umbilical,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000962,CFIHOS-30000268,UV sterilizer,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000963,CFIHOS-30000594,vessel,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000964,CFIHOS-30000487,vibration element,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000965,CFIHOS-30000273,vibration switch,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000966,CFIHOS-30000274,video converter,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000967,CFIHOS-30000275,video monitor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000968,CFIHOS-30000488,video recorder,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000969,CFIHOS-30000276,voltage transmitter,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000970,CFIHOS-30000279,water cooler,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000971,CFIHOS-30000281,water maker,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000972,CFIHOS-30000381,welding set,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000973,CFIHOS-30000283,well,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000974,CFIHOS-30000284,wellhead,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000975,CFIHOS-30000285,winch,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000976,CFIHOS-30000492,wind sensor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000977,CFIHOS-30000287,wire hoist,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000978,CFIHOS-30000288,wire line unit,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000979,CFIHOS-30000289,wire sling,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000980,CFIHOS-30000290,wireless access point,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68000981,CFIHOS-30000561,yoke,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68001238,CFIHOS-30000003,blow out preventer,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000417,check sheet
CFIHOS-68001239,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000414,completion certificate
CFIHOS-68001240,CFIHOS-30000003,blow out preventer,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000431,declaration of conformity
CFIHOS-68001241,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000399,equipment specification
CFIHOS-68001242,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000244,functional design specification
CFIHOS-68001243,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68001244,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000158,hazard and operability report
CFIHOS-68001245,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000180,inspection and test plan
CFIHOS-68001246,CFIHOS-30000003,blow out preventer,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000119,installation diagram
CFIHOS-68001247,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001248,CFIHOS-30000003,blow out preventer,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000079,regulatory compliance certificate
CFIHOS-68001249,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000318,risk assessment
CFIHOS-68001250,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000322,safe operation study
CFIHOS-68001251,CFIHOS-30000003,blow out preventer,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000378,stress calculation
CFIHOS-68001252,CFIHOS-30000003,blow out preventer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000388,system study
CFIHOS-68001253,CFIHOS-30000004,break glass unit,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000119,installation diagram
CFIHOS-68001254,CFIHOS-30000017,cleaning machine,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001255,CFIHOS-30000017,cleaning machine,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001256,CFIHOS-30000017,cleaning machine,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68001257,CFIHOS-30000017,cleaning machine,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000206,maintenance manual
CFIHOS-68001258,CFIHOS-30000017,cleaning machine,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000416,manufacturer datasheet
CFIHOS-68001259,CFIHOS-30000026,degasser,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001260,CFIHOS-30000026,degasser,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001261,CFIHOS-30000026,degasser,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68001262,CFIHOS-30000026,degasser,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000181,installation manual
CFIHOS-68001263,CFIHOS-30000026,degasser,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000206,maintenance manual
CFIHOS-68001264,CFIHOS-30000026,degasser,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000401,maintenance strategy
CFIHOS-68001265,CFIHOS-30000026,degasser,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000416,manufacturer datasheet
CFIHOS-68001266,CFIHOS-30000028,deionizer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000181,installation manual
CFIHOS-68001267,CFIHOS-30000028,deionizer,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000416,manufacturer datasheet
CFIHOS-68001268,CFIHOS-30000036,document scanner,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001269,CFIHOS-30000036,document scanner,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001270,CFIHOS-30000036,document scanner,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001271,CFIHOS-30000038,eductor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001272,CFIHOS-30000038,eductor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000116,equipment cross section diagram
CFIHOS-68001273,CFIHOS-30000038,eductor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000401,maintenance strategy
CFIHOS-68001274,CFIHOS-30000038,eductor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000416,manufacturer datasheet
CFIHOS-68001275,CFIHOS-30000046,fax machine,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001276,CFIHOS-30000046,fax machine,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001277,CFIHOS-30000046,fax machine,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001278,CFIHOS-30000052,fire hydrant,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68001279,CFIHOS-30000052,fire hydrant,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000079,regulatory compliance certificate
CFIHOS-68001280,CFIHOS-30000052,fire hydrant,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000333,"testing, inspection schedule"
CFIHOS-68001281,CFIHOS-30000054,firewater monitor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68001282,CFIHOS-30000054,firewater monitor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000206,maintenance manual
CFIHOS-68001283,CFIHOS-30000054,firewater monitor,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000079,regulatory compliance certificate
CFIHOS-68001284,CFIHOS-30000081,hard disk,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001285,CFIHOS-30000081,hard disk,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001286,CFIHOS-30000081,hard disk,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001287,CFIHOS-30000100,intercom,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001288,CFIHOS-30000100,intercom,Process_Unit,CFIHOS-90000177,CFIHOS,CFIHOS-70000237,block diagram
CFIHOS-68001289,CFIHOS-30000100,intercom,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001290,CFIHOS-30000100,intercom,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001291,CFIHOS-30000100,intercom,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001292,CFIHOS-30000100,intercom,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000268,wiring diagram
CFIHOS-68001293,CFIHOS-30000108,attenuator,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001294,CFIHOS-30000108,attenuator,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001295,CFIHOS-30000115,life buoy light,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000079,regulatory compliance certificate
CFIHOS-68001296,CFIHOS-30000115,life buoy light,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000333,"testing, inspection schedule"
CFIHOS-68001297,CFIHOS-30000127,manual call point,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000333,"testing, inspection schedule"
CFIHOS-68001298,CFIHOS-30000135,modem,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001299,CFIHOS-30000135,modem,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001300,CFIHOS-30000135,modem,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001301,CFIHOS-30000139,net oil computer,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001302,CFIHOS-30000139,net oil computer,Process_Unit,CFIHOS-90000177,CFIHOS,CFIHOS-70000237,block diagram
CFIHOS-68001303,CFIHOS-30000139,net oil computer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001304,CFIHOS-30000139,net oil computer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001305,CFIHOS-30000139,net oil computer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001306,CFIHOS-30000139,net oil computer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000268,wiring diagram
CFIHOS-68001307,CFIHOS-30000164,optical beacon,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001308,CFIHOS-30000164,optical beacon,Process_Unit,CFIHOS-90000177,CFIHOS,CFIHOS-70000237,block diagram
CFIHOS-68001309,CFIHOS-30000164,optical beacon,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001310,CFIHOS-30000164,optical beacon,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001311,CFIHOS-30000164,optical beacon,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001312,CFIHOS-30000164,optical beacon,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000268,wiring diagram
CFIHOS-68001313,CFIHOS-30000165,overhead projector,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001314,CFIHOS-30000165,overhead projector,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001315,CFIHOS-30000165,overhead projector,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001316,CFIHOS-30000191,public address and alarm system,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001317,CFIHOS-30000191,public address and alarm system,Process_Unit,CFIHOS-90000177,CFIHOS,CFIHOS-70000237,block diagram
CFIHOS-68001318,CFIHOS-30000191,public address and alarm system,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001319,CFIHOS-30000191,public address and alarm system,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001320,CFIHOS-30000191,public address and alarm system,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001321,CFIHOS-30000191,public address and alarm system,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68001322,CFIHOS-30000205,reader,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001323,CFIHOS-30000205,reader,Process_Unit,CFIHOS-90000177,CFIHOS,CFIHOS-70000237,block diagram
CFIHOS-68001324,CFIHOS-30000205,reader,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001325,CFIHOS-30000205,reader,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001326,CFIHOS-30000205,reader,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001327,CFIHOS-30000205,reader,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000268,wiring diagram
CFIHOS-68001328,CFIHOS-30000221,router,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001329,CFIHOS-30000221,router,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001330,CFIHOS-30000221,router,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001331,CFIHOS-30000225,satellite communications terminal,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001332,CFIHOS-30000225,satellite communications terminal,Process_Unit,CFIHOS-90000177,CFIHOS,CFIHOS-70000237,block diagram
CFIHOS-68001333,CFIHOS-30000225,satellite communications terminal,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001334,CFIHOS-30000225,satellite communications terminal,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001335,CFIHOS-30000225,satellite communications terminal,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001336,CFIHOS-30000225,satellite communications terminal,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000268,wiring diagram
CFIHOS-68001337,CFIHOS-30000226,screw conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000007,"alarm, trip setting list"
CFIHOS-68001338,CFIHOS-30000226,screw conveyor,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000017,assembly diagram
CFIHOS-68001339,CFIHOS-30000226,screw conveyor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001340,CFIHOS-30000226,screw conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000414,completion certificate
CFIHOS-68001341,CFIHOS-30000226,screw conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000399,equipment specification
CFIHOS-68001342,CFIHOS-30000226,screw conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000180,inspection and test plan
CFIHOS-68001343,CFIHOS-30000226,screw conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000277,layout diagram
CFIHOS-68001344,CFIHOS-30000226,screw conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000401,maintenance strategy
CFIHOS-68001345,CFIHOS-30000235,signal splitter,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001346,CFIHOS-30000235,signal splitter,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001347,CFIHOS-30000235,signal splitter,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001348,CFIHOS-30000239,skimmer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001349,CFIHOS-30000239,skimmer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000206,maintenance manual
CFIHOS-68001350,CFIHOS-30000239,skimmer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000401,maintenance strategy
CFIHOS-68001351,CFIHOS-30000257,tape drive,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001352,CFIHOS-30000257,tape drive,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001353,CFIHOS-30000257,tape drive,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001354,CFIHOS-30000268,UV sterilizer,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001355,CFIHOS-30000268,UV sterilizer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001356,CFIHOS-30000268,UV sterilizer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001357,CFIHOS-30000268,UV sterilizer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001358,CFIHOS-30000268,UV sterilizer,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000268,wiring diagram
CFIHOS-68001359,CFIHOS-30000278,waste compactor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000399,equipment specification
CFIHOS-68001360,CFIHOS-30000278,waste compactor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000416,manufacturer datasheet
CFIHOS-68001361,CFIHOS-30000324,clock,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000181,installation manual
CFIHOS-68001362,CFIHOS-30000324,clock,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000416,manufacturer datasheet
CFIHOS-68001363,CFIHOS-30000324,clock,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001364,CFIHOS-30000347,floodlight,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
CFIHOS-68001365,CFIHOS-30000347,floodlight,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001366,CFIHOS-30000347,floodlight,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000406,purchase order
CFIHOS-68001367,CFIHOS-30000388,drier,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000028,bill of materials
CFIHOS-68001368,CFIHOS-30000388,drier,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000117,design datasheet
CFIHOS-68001369,CFIHOS-30000388,drier,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000181,installation manual
CFIHOS-68001370,CFIHOS-30000388,drier,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000401,maintenance strategy
CFIHOS-68001371,CFIHOS-30000388,drier,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000416,manufacturer datasheet
CFIHOS-68001372,CFIHOS-30000435,keyboard,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000055,connection diagram
