tag class CFIHOS unique code,tag class name,property CFIHOS unique code,property name,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000391,incinerator,CFIHOS-40000278,normal operating outlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000391,incinerator,CFIHOS-40000282,normal operating outlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000292,indicating instrument,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000292,indicating instrument,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000292,indicating instrument,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000292,indicating instrument,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000099,instrument loop,CFIHOS-40000063,controlled property,,,,
CFIHOS-30000099,instrument loop,CFIHOS-40000636,loop application,,,,
CFIHOS-30000100,intercom,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000100,intercom,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000100,intercom,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000100,intercom,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000897,intrinsically safe barrier,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000897,intrinsically safe barrier,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000897,intrinsically safe barrier,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000897,intrinsically safe barrier,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000352,isolator,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000352,isolator,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000352,isolator,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000352,isolator,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000353,junction box,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000353,junction box,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000353,junction box,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000353,junction box,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000353,junction box,CFIHOS-40000603,operating voltage,,,,
CFIHOS-30000353,junction box,CFIHOS-40000528,rated voltage,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000756,kettle reboiler,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000362,shell side fluid name,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000620,shell side normal operating inlet pressure,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000621,shell side normal operating inlet temperature,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000622,shell side normal operating mass flow rate,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000623,shell side normal operating outlet temperature,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000436,tube side fluid name,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000438,tube side normal operating inlet pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000756,kettle reboiler,CFIHOS-40000437,tube side normal operating inlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000756,kettle reboiler,CFIHOS-40000624,tube side normal operating mass flow rate,,,,
CFIHOS-30000756,kettle reboiler,CFIHOS-40000439,tube side normal operating outlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000435,keyboard,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000435,keyboard,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000435,keyboard,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000435,keyboard,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000697,knock out drum,CFIHOS-40000487,design specification,,,,
CFIHOS-30000697,knock out drum,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000697,knock out drum,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000697,knock out drum,CFIHOS-40000556,lower limit operating pressure,,,,
CFIHOS-30000697,knock out drum,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000697,knock out drum,CFIHOS-40000561,orientation,,,,
CFIHOS-30000697,knock out drum,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000697,knock out drum,CFIHOS-40000537,upper limit operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000697,knock out drum,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000978,lagging,CFIHOS-40000679,type of lagging,,,,
CFIHOS-30000354,lamp,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000354,lamp,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000354,lamp,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000354,lamp,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000980,leakage collection system,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000672,level element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000672,level element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000672,level element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000672,level element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000672,level element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000687,level gauge,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000687,level gauge,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000687,level gauge,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000687,level gauge,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000677,level switch,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000677,level switch,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000677,level switch,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000677,level switch,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000677,level switch,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000646,level transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000646,level transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000646,level transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000646,level transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000646,level transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000115,life buoy light,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000584,lifting lug,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000844,linear polarization resistance element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000844,linear polarization resistance element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000844,linear polarization resistance element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000844,linear polarization resistance element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000844,linear polarization resistance element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000120,liquid composition analyser,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000120,liquid composition analyser,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000120,liquid composition analyser,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000120,liquid composition analyser,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000121,liquid detector,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000121,liquid detector,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000121,liquid detector,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000121,liquid detector,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000121,liquid detector,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000123,load cell,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000123,load cell,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000123,load cell,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000123,load cell,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000602,loading arm,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000602,loading arm,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000602,loading arm,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000602,loading arm,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000602,loading arm,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000602,loading arm,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000602,loading arm,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000602,loading arm,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000602,loading arm,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000602,loading arm,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000982,local access equipment,CFIHOS-40000681,type of local access equipment,,,,
CFIHOS-30000647,local area network,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000647,local area network,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000647,local area network,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000647,local area network,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000436,loudspeaker,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000436,loudspeaker,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000436,loudspeaker,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000436,loudspeaker,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000356,low-pass filter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000356,low-pass filter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000356,low-pass filter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000356,low-pass filter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000541,lubrication system,CFIHOS-40000293,normal volume flow rate,,,,
CFIHOS-30000541,lubrication system,CFIHOS-40000535,upper limit design pressure,,,,
CFIHOS-30000357,luminaire,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000357,luminaire,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000357,luminaire,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000357,luminaire,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000437,magnetic level gauge,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000437,magnetic level gauge,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000437,magnetic level gauge,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000437,magnetic level gauge,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000126,magnetic level transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000126,magnetic level transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000126,magnetic level transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000126,magnetic level transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000126,magnetic level transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000308,manifold,CFIHOS-40000487,design specification,,,,
CFIHOS-30000308,manifold,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000308,manifold,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000308,manifold,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000308,manifold,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000308,manifold,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000308,manifold,CFIHOS-40000503,lower limit design temperature,,,,
CFIHOS-30000308,manifold,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000308,manifold,CFIHOS-40000293,normal volume flow rate,,,,
CFIHOS-30000308,manifold,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000308,manifold,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000127,manual call point,CFIHOS-40000009,ATEX category,,,,
CFIHOS-30000127,manual call point,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000127,manual call point,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000127,manual call point,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000127,manual call point,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000128,manual control switch,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000128,manual control switch,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000128,manual control switch,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000128,manual control switch,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000649,manual valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000649,manual valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000649,manual valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000649,manual valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000649,manual valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000649,manual valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000649,manual valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000649,manual valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000438,mechanical positioner,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000438,mechanical positioner,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000438,mechanical positioner,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000438,mechanical positioner,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000903,meteorological equipment,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000903,meteorological equipment,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000903,meteorological equipment,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000903,meteorological equipment,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000945,meteorological sensor,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000945,meteorological sensor,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000945,meteorological sensor,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000945,meteorological sensor,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000132,meter prover,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000904,metering station,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000904,metering station,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000904,metering station,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000904,metering station,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000905,modulating damper,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000905,modulating damper,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000905,modulating damper,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000905,modulating damper,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000623,motor control centre,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000623,motor control centre,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000623,motor control centre,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000623,motor control centre,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000738,motor operated valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000738,motor operated valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000738,motor operated valve,CFIHOS-40000601,output signal range,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000598,output signal type,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000738,motor operated valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000137,multi property analyser,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000137,multi property analyser,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000137,multi property analyser,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000137,multi property analyser,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000688,multiphase meter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000688,multiphase meter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000688,multiphase meter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000688,multiphase meter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000638,actuation service,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000585,fire safe,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000509,nominal diameter,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000512,normal operating pressure,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000514,normal operating temperature,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000601,output signal range,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000598,output signal type,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000848,multiple orifice on-off valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000138,multiplexer,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000138,multiplexer,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000138,multiplexer,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000138,multiplexer,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000638,actuation service,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000585,fire safe,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000509,nominal diameter,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000512,normal operating pressure,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000514,normal operating temperature,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000601,output signal range,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000598,output signal type,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000849,multiport on-off valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000850,multiport valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000850,multiport valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000850,multiport valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000850,multiport valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000638,actuation service,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000585,fire safe,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000851,needle control valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000851,needle control valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000851,needle control valve,CFIHOS-40000601,output signal range,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000598,output signal type,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000851,needle control valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000852,needle valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000852,needle valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000852,needle valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000852,needle valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000650,non-return damper,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000650,non-return damper,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000650,non-return damper,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000650,non-return damper,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000853,nucleonic level transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000029,breaking capacity,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000241,nominal current,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000302,number of electrical phases,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000603,operating voltage,,,,
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000521,rated current,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000522,rated frequency,CFIHOS-60001443,hertz,CFIHOS-60001443,hertz
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000331,rated short circuit current,CFIHOS-60001448,kiloampere,CFIHOS-60001448,kiloampere
CFIHOS-30000854,oil circuit-breaker,CFIHOS-40000528,rated voltage,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000689,oil mist detector,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000689,oil mist detector,CFIHOS-40000112,explosion protection temperature class,,,,
